	GEOID	CRIME_RATE
364	13161	323.036543509
365	13163	153.638151426
366	13169	86.8447563136
367	13171	49.4315373208
368	13173	163.887014364
369	13175	64.784435017
370	13177	174.711383646
371	13179	95.0949415626
372	13181	301.758068748
373	13183	99.3396832817
374	13189	116.986429574
375	13191	77.3884902209
376	13193	0.0
377	13195	151.879061882
378	13201	0.0
379	13205	171.270475605
380	13207	144.17211933
381	13211	27.8458453999
382	13213	162.395331134
383	13215	0.0
384	13217	289.365806607
385	13219	108.283703303
386	13221	402.099093573
387	13223	132.897501124
388	13225	78.0031201248
389	13229	52.6565215102
390	13231	112.460638776
391	13233	0.0
392	13237	325.594563986
393	13239	86.3930885529
394	13241	30.7824909192
395	13243	232.462737591
396	13247	160.676436402
397	13249	96.8429207825
398	13251	319.488817891
399	13253	103.615012664
400	13255	173.47002563
401	13257	117.739403454
402	13259	0.0
403	13261	70.4405737705
404	13263	0.0
405	13267	23.786869648
406	13269	201.374081971
407	13273	284.713096802
408	13275	84.5214528793
409	13277	226.022012579
410	13281	261.308343846
411	13283	103.275302449
412	13285	83.4904777671
413	13287	73.5925426223
414	13289	228.365384615
415	13291	222.88937409
416	13293	232.327848873
417	13295	274.121199683
418	13297	76.4709239286
419	13299	292.834013797
420	13301	144.927536232
421	13303	77.5381633148
422	13305	233.730675482
423	13307	226.500566251
424	13309	12.5078173859
425	13313	121.689749087
426	13315	169.548999661
427	13317	120.724346076
428	13319	117.949817714
429	13321	133.715377268
430	16001	43.1685732787
431	16003	129.5001295
432	16005	8.39862262589
433	16007	117.508813161
434	16009	175.477078307
435	16011	46.3893613731
436	16013	4.65506005027
437	16015	102.579132474
438	16017	74.5461103763
439	16019	68.1255351077
440	16021	54.649785955
441	16023	305.110602593
442	16025	0.0
443	16027	34.4584849096
444	16029	0.0
445	16031	169.92353441
446	16033	115.340253749
447	16035	221.910768512
448	16037	24.154589372
449	16039	42.1552847398
450	16041	7.67990169726
451	16043	23.3154581488
452	16045	29.6454405312
453	16047	79.6601168348
454	16049	0.673003504513
455	16049	67.8384212149
456	16051	22.2049517042
457	16053	74.502585678
458	16055	69.9129820941
459	16057	41.6547343209
460	16059	116.489774786
461	16061	26.0552371027
462	16063	169.300225734
463	16065	21.031599979
464	16067	54.125867244
465	16069	17.4969380358
466	16071	23.9005736138
467	16073	88.0824451687
468	16075	91.9600630583
469	16077	13.128528292
470	16079	201.775625504
471	16081	106.372691229
472	16083	80.3322045629
473	16085	142.479136984
474	16087	29.9371320228
475	17001	47.7697498059
476	17003	200.213561132
477	17009	43.9110070258
478	17011	50.2364066194
479	17015	0.0
480	17019	42.0019987158
481	17023	24.7218788628
482	17025	22.1893491124
483	17027	13.2075970098
484	17029	28.1320330083
485	17031	3.86927861398
486	17035	18.4621065264
487	17039	30.7049864898
488	17045	117.706406592
489	17049	40.7925407925
490	17051	22.8623685414
491	17053	73.056691993
492	17055	32.9857146482
493	17057	30.5496153526
494	17059	75.6000756001
495	17061	37.2189965759
496	17067	21.5470803706
497	17073	6.04412209127
498	17077	46.9192486217
499	17081	72.6631027145
500	17083	39.8741748261
501	17085	8.98714837782
502	17089	13.843953985
503	17091	43.9955106622
504	17093	20.601565719
505	17095	44.1721561774
506	17097	10.6354919128
507	17101	0.0
508	17105	52.7662717991
509	17107	50.4269481611
510	17109	21.9573400251
511	17111	20.827706056
512	17113	14.3627808642
513	17115	20.3045685279
514	17117	8.61085398144
515	17119	21.3835534214
516	17121	28.5188353945
517	17123	16.647244881
518	17125	129.515038135
519	17127	40.254948004
520	17129	39.7772474145
521	17133	5.93084633177
522	17137	34.3554066821
523	17141	28.7990784295
524	17143	40.0386506441
525	17145	32.2997416021
526	17147	115.635080032
527	17153	292.347377472
528	17155	0.0
529	17157	9.12714107518
530	17161	32.1778958395
531	17163	36.8796781684
532	17165	36.5675280351
533	17167	58.7948562039
534	17169	27.2851296044
535	17171	38.4319754035
536	17173	22.6777939042
537	17175	51.6084637881
538	17177	8.61419188112
539	17179	19.8958049327
540	17181	97.4379549493
541	17183	76.5101344572
542	17185	8.65875833405
543	17187	27.9735929283
544	17191	132.986761772
545	17193	69.5700570474
546	17195	28.1313735143
547	17197	21.1549431807
548	17199	22.3853868195
549	17201	43.6678195895
550	18003	28.6949535142
551	18005	52.357978982
552	18009	32.2554632691
553	18013	66.8359844941
554	18017	20.8127373953
555	18023	45.7651940444
556	18025	225.24636321
557	18027	0.0
558	18035	36.7289065036
559	18039	13.3682558387
560	18043	1.31269772509
561	18047	17.441353449
562	18049	29.2682926829
563	18051	82.9408454042
564	18053	46.668319503
565	18061	53.4364742105
566	18063	94.8377505511
567	18065	4.08204918869
568	18071	48.0494222629
569	18075	51.9382407101
570	18079	275.0
571	18081	61.0012335805
572	18083	36.9023143023
573	18085	58.5509902754
574	18087	88.4587366011
575	18089	10.607309252
576	18093	207.859268335
577	18095	16.9140994395
578	18103	30.5946487178
579	18105	51.6258659541
580	18113	27.3006006132
581	18121	40.6197411942
582	18125	23.7642585551
583	18127	23.9412004118
584	18129	184.025058731
585	18137	0.0
586	18141	42.9716984657
587	18145	67.2962605711
588	18151	26.2329485834
589	18153	80.7600950119
590	18157	10.3783169647
591	18167	58.2389646406
592	18169	15.5029145479
593	18173	125.921928404
594	18177	2.95547575771
595	18179	7.17823558969
596	18181	0.0
597	19001	67.0780788838
598	19003	103.225806452
599	19007	86.8809730669
600	19013	12.7918613663
601	19015	52.9640979079
602	19017	28.316006634
603	19021	48.5955875207
604	19025	40.5432799513
605	19029	81.7965496728
606	19031	48.8838194558
607	19033	16.1834743608
608	19035	16.8976005407
609	19039	43.3980687859
610	19041	54.4959128065
611	19043	79.131810988
612	19045	43.7035649622
613	19049	25.8397932817
614	19051	45.5528983032
615	19055	80.4690194275
616	19057	44.7149422432
617	19059	35.4295837024
618	19061	20.7533464771
619	19063	170.17017017
620	19065	117.976699602
621	19067	62.200659327
622	19073	0.0
623	19075	72.7272727273
624	19079	79.3808295297
625	19081	81.6178471026
626	19083	46.2133903298
627	19087	217.638620963
628	19089	63.49878294
629	19091	20.7468879668
630	19093	170.406134621
631	19095	0.354024909193
632	19095	67.1755725191
633	19099	78.6504664786
634	19101	5.77200577201
635	19103	42.16829366
636	19107	117.29058743
637	19109	65.6943896991
638	19111	76.5175990478
639	19113	18.8288457918
640	19115	107.517247558
641	19117	57.4646592346
642	19119	111.272789523
643	19121	44.8459222244
644	19123	44.7027268663
645	19125	146.860482542
646	19127	36.7053296139
647	19129	101.139505091
648	19133	11.1160515785
649	19135	37.4953130859
650	19139	48.9476260401
651	19141	142.287990894
652	19143	48.2470247668
653	19149	64.3241939374
654	19151	84.057158868
655	19153	18.7012625527
656	19155	85.9032729147
657	19157	53.5676023141
658	19159	79.1922391606
659	19161	19.9302441455
660	19163	49.0118853822
661	19167	20.1839624002
662	19169	23.3860937782
663	19171	246.404217523
664	19173	32.5573823865
665	19175	7.98977309044
666	19177	133.904659882
667	19179	68.1585823015
668	19181	87.5802819251
669	19183	117.806977798
670	19185	140.734949179
671	19187	37.883912867
672	19191	4.81510015408
673	19193	22.4892687076
674	19195	131.164742917
675	19197	15.5763239875
676	20001	85.2118676892
677	20003	101.48420652
678	20007	204.206657137
679	20009	29.2130728501
680	20011	135.391280802
681	20013	91.6963830871
682	20015	64.9282014888
683	20019	57.4547543809
684	20021	158.753066821
685	20023	222.799851467
686	20025	279.850746269
687	20027	84.1649633281
688	20029	106.553010123
689	20031	0.0
690	20035	50.0514417596
691	20037	91.6263680326
692	20041	46.4061049809
693	20043	12.7000254001
694	20051	51.7009616379
695	20053	78.2227784731
696	20055	61.8545611015
697	20057	60.353499066
698	20059	144.469173402
699	20061	38.1336311388
700	20063	110.0110011
701	20065	116.913484022
702	20067	51.1770726714
703	20069	213.745478461
704	20071	153.727901614
705	20073	110.619469027
706	20077	34.3760742523
707	20079	20.103388857
708	20081	243.5460302
709	20083	104.384133612
710	20085	125.563187828
711	20087	148.501723681
712	20091	8.7066755823
713	20093	280.970625798
714	20095	25.9807742271
715	20097	238.758456029
716	20099	52.4809160305
717	20101	177.830468287
718	20103	58.377857025
719	20105	31.5756236186
720	20111	48.1753583042
721	20113	30.7787011388
722	20115	49.1480996068
723	20121	79.215160563
724	20123	47.7402928071
725	20125	99.8091883165
726	20127	52.6500526501
727	20129	128.617363344
728	20131	88.6874260938
729	20133	103.557504873
730	20135	257.648953301
731	20137	53.9568345324
732	20139	43.9257028112
733	20141	53.2481363152
734	20143	82.4402308326
735	20147	72.2935116573
736	20149	161.593221819
737	20151	20.3045685279
738	20155	29.7833652068
739	20157	83.2812825318
740	20159	29.9550673989
741	20163	38.7972841901
742	20165	156.396621833
743	20167	71.8803910293
744	20169	25.1098556183
745	20171	78.7401574803
746	20175	25.5699978692
747	20191	63.7538252295
748	20193	63.3633253073
749	20197	341.782967815
750	20201	71.4540907467
751	20203	505.514705882
752	20205	99.6898537882
753	20207	190.05384859
754	20209	14.2295033285
755	21001	10.4144969798
756	21003	29.4348508634
757	21005	13.7061403509
758	21007	24.2718446602
759	21009	20.8584407157
760	21011	0.0
761	21013	64.7994816041
762	21015	53.791935956
763	21017	35.0490686962
764	21019	12.2870249017
765	21021	37.0295563186
766	21023	11.8962645729
767	21027	15.0844730491
768	21029	26.9386184337
769	21031	38.8349514563
770	21033	15.7170923379
771	21035	36.570712084
772	21037	0.0
773	21039	20.0883889112
774	21041	18.4928340268
775	21043	14.6934577379
776	21045	6.29287017809
777	21047	29.6296296296
778	21051	23.6440156996
779	21053	9.83767830792
780	21055	21.682567216
781	21057	0.0
782	21059	22.3861612821
783	21061	74.9188379256
784	21063	0.0
785	21065	27.6874091507
786	21069	13.7504297009
787	21071	5.24824183898
788	21073	32.0769847634
789	21075	0.0
790	21077	34.9283967866
791	21079	41.5233123739
792	21081	44.2211055276
793	21083	45.1911319049
794	21085	19.0883408414
795	21087	0.0
796	21089	13.7710697367
797	21091	11.4246544042
798	21093	12.9311141078
799	21095	7.1015161737
800	21097	10.7573149742
801	21099	16.1316341345
802	21101	15.0644543439
803	21103	6.42178268687
804	21105	0.0
805	21107	45.2820424357
806	21113	11.8075371445
807	21115	34.3908520334
808	21117	4.27014134168
809	21119	0.0
810	21121	12.5794075099
811	21123	28.2087447109
812	21125	28.3262517704
813	21127	25.3100480891
814	21129	0.0
815	21131	9.15918666422
816	21133	4.28100518002
817	21135	21.613832853
818	21137	4.09081611782
819	21139	53.4245111657
820	21141	78.1628019503
821	21143	0.0
822	21145	65.8337926389
823	21147	16.7944914068
824	21149	42.2029964127
825	21151	16.0293107396
826	21153	0.0
827	21155	24.9912530614
828	21157	45.2298646335
829	21159	47.8583393156
830	21161	23.301875801
831	21163	51.4774014208
832	21165	0.0
833	21167	28.143909189
834	21169	0.0
835	21171	0.0
836	21173	69.1562932227
837	21177	12.8176370686
838	21179	33.4731768276
839	21181	28.4050561
840	21183	70.9012803937
841	21185	3.15010237833
842	21187	0.0
843	21189	0.0
844	21191	13.799765404
845	21193	10.8707468203
846	21195	1.58644541041
847	21197	16.0849284221
848	21199	53.2706619663
849	21201	0.0
850	21203	47.5454653512
851	21205	4.22743606003
852	21207	28.1309778328
853	21209	23.3991108338
854	21211	37.8830083565
855	21213	11.2195669247
856	21215	22.6398007698
857	21217	51.4708793602
858	21219	0.0
859	21221	35.3556781219
860	21223	0.0
861	21225	79.1295746785
862	21227	22.4140793624
863	21229	0.0
864	21231	4.8813824075
865	21233	15.1103052282
866	21235	30.9832971862
867	21237	69.3096756307
868	21239	0.0
869	23001	13.9612807148
870	23003	8.6396820597
871	23005	10.0765470106
872	23007	26.4061262213
873	23009	0.0
874	23011	14.0365942268
875	23013	10.0816614578
876	23015	125.841381329
877	23017	19.2180020266
878	23019	6.5183099326
879	23021	17.6201104194
880	23023	8.56042231417
881	23025	46.908899009
882	23027	40.9720621751
883	23029	22.0070422535
884	23031	8.46993174231
885	24001	41.1229301458
886	24003	0.0
887	24009	132.431328838
888	24011	55.3199336161
889	24013	134.064231663
890	24015	90.8353925945
891	24017	320.52317654
892	24019	24.5564491375
893	24021	84.5388324613
894	24023	144.883587722
895	24025	174.726614822
896	24027	0.0
897	24029	60.5449041372
898	24031	0.0
899	24033	7.51854759351
900	24035	147.528891075
901	24037	209.273251074
902	24039	23.2027533934
903	24043	109.645457402
904	24045	94.5449531707
905	24047	15.4813739719
906	26001	66.9600153051
907	26003	0.0
908	26005	72.9048635449
909	26007	27.5976266041
910	26009	98.8524519706
911	26011	149.807855142
912	26013	46.2214005084
913	26015	40.4851470117
914	26017	51.7993200162
915	26019	85.6213254181
916	26021	53.4680126004
917	26023	20.6682741991
918	26027	100.759572159
919	26029	68.9100723556
920	26031	35.0535540409
921	26033	31.3144229013
922	26035	238.157379616
923	26037	28.4616479294
924	26039	123.681338669
925	26041	21.8824366093
926	26045	99.4667477136
927	26047	108.420672208
928	26051	114.123804652
929	26053	6.35445129313
930	26055	146.50481373
931	26057	62.4024960998
932	26059	63.2773292603
933	26061	21.92081107
934	26063	81.0852954935
935	26065	40.4101454062
936	26067	66.8802687654
937	26069	3.93391030685
938	26071	26.3458329674
939	26073	49.5638382236
940	26075	107.04828441
941	26077	82.6835846039
942	26079	224.215246637
943	26081	48.471402667
944	26083	90.2119981958
945	26085	246.891808482
946	26087	62.3915238279
947	26089	77.5724389687
948	26093	36.6387206621
949	26095	62.2471210707
950	26097	27.1689911248
951	26099	40.8086388749
952	26101	102.375102375
953	26103	8.86577220876
954	26105	117.957257841
955	26107	414.486176076
956	26109	59.0368558657
957	26111	53.9393721457
958	26113	159.606304449
959	26117	179.670233571
960	26119	21.5053763441
961	26121	25.5303346795
962	26123	175.365344468
963	26125	75.4523099393
964	26127	76.2747416193
965	26129	95.0615523551
966	26133	73.3739047866
967	26135	167.244056863
968	26137	45.5335706598
969	26139	172.643435206
970	26141	53.8295908951
971	26143	146.107284492
972	26145	48.7149508748
973	26147	98.7018828321
974	26149	68.9134643783
975	26151	144.275855436
976	26155	53.6753079077
977	26157	92.5925925926
978	26159	107.714198327
979	26161	119.089650689
980	26163	0.0
981	26165	54.7345374932
982	27001	126.815040264
983	27003	19.0134088409
984	27005	33.0737544725
985	27007	107.30553609
986	27009	53.1564825596
987	27011	39.0091671543
988	27013	24.4704442915
989	27015	11.8614581686
990	27017	30.9240673582
991	27019	47.2580081777
992	27021	280.121853006
993	27023	41.2881915772
994	27025	3.70198981953
995	27027	9.79016414842
996	27029	261.631213741
997	27031	38.2189948404
998	27033	34.3849393965
999	27035	31.6130561922
1000	27037	6.30258721205
1001	27039	137.571856729
1002	27041	57.0807284588
1003	27043	28.1848928974
1004	27045	52.9457065845
1005	27047	19.4552529183
1006	27051	16.7897918066
1007	27053	2.14510124878
1008	27055	42.6939908208
1009	27057	68.0503572644
1010	27059	83.3051310754
1011	27061	157.932834675
1012	27063	29.2141396436
1013	27065	144.381669805
1014	27067	54.3928106894
1015	27069	22.5479143179
1016	27071	93.3416303671
1017	27075	46.8164794007
1018	27077	76.5696784074
1019	27079	32.4090745409
1020	27081	120.939875605
1021	27083	0.0
1022	27085	30.6560392397
1023	27087	417.801998183
1024	27089	0.0
1025	27091	0.0
1026	27093	64.9153936037
1027	27095	146.808839437
1028	27099	50.8608193678
1029	27101	23.6127508855
1030	27103	33.2396579337
1031	27105	32.422417786
1032	27107	15.0625094141
1033	27109	21.2925935044
1034	27111	43.3764205778
1035	27113	0.0
1036	27115	261.213266884
1037	27117	32.3241030061
1038	27119	82.0085793591
1039	27121	91.0415149308
1040	27123	0.750955121045
1041	27125	24.7341083354
1042	27127	25.7815017725
1043	27129	53.2445923461
1044	27131	16.8838544305
1045	27133	1109.59907882
1046	27135	6.37795777792
1047	27137	21.8961029913
1048	27139	6.44366802222
1049	27141	19.752869653
1050	27143	0.0
1051	27145	19.6191273412
1052	27147	8.20277253712
1053	27149	20.4081632653
1054	27151	52.9885544722
1055	27153	57.6986482031
1056	27155	88.573959256
1057	27157	46.8120962457
1058	27159	58.1522134186
1059	27161	5.25624178712
1060	27163	17.2494714842
1061	27165	72.1826220337
1062	27167	46.1893764434
1063	27169	13.6994344091
1064	27171	52.3407072153
1065	27173	89.0295776041
1066	28019	24.1138172173
1067	28021	231.27753304
1068	28039	51.4955155988
1069	28041	104.704732654
1070	28045	39.1738666783
1071	28047	14.0662520471
1072	28049	14.3602115464
1073	28057	97.7600204021
1074	28059	72.9787369719
1075	28069	88.5565285841
1076	28073	38.2701875239
1077	28075	50.1636589373
1078	28081	38.7114937944
1079	28091	92.7787227463
1080	28105	62.7352572146
1081	28107	403.55359424
1082	28123	323.249358772
1083	28131	83.9160839161
1084	28141	0.0
1085	28143	518.965842612
1086	28149	25.0088573036
1087	28151	44.9364761632
1088	29001	23.4356690884
1089	29003	103.573278094
1090	29005	0.0
1091	29007	73.3959130065
1092	29009	207.503785542
1093	29013	379.88422576
1094	29015	233.967882591
1095	29017	96.8210424399
1096	29019	75.8466161409
1097	29021	21.2323715442
1098	29023	232.709671414
1099	29025	99.6236440115
1100	29027	216.759776536
1101	29029	172.644874037
1102	29031	25.6268979921
1103	29033	88.4662169634
1104	29035	159.795461809
1105	29037	25.7708967281
1106	29039	207.855504587
1107	29041	558.87704705
1108	29043	45.0664425525
1109	29045	43.3714037878
1110	29047	23.1083267004
1111	29049	339.918222573
1112	29051	39.1864884988
1113	29053	17.0599943133
1114	29055	77.0791075051
1115	29059	317.285984502
1116	29061	60.2627455707
1117	29065	44.7141488342
1118	29067	125.498302082
1119	29069	70.1888718734
1120	29071	79.3464205948
1121	29073	47.0873133324
1122	29075	0.0
1123	29077	15.3918807829
1124	29079	0.0
1125	29081	0.0
1126	29083	108.9522426
1127	29085	21.6943269335
1128	29087	221.43489814
1129	29089	29.530465597
1130	29091	64.7200856297
1131	29093	350.6379663
1132	29095	7.90408538754
1133	29097	159.090715738
1134	29099	143.680741393
1135	29101	38.6299253155
1136	29103	0.0
1137	29105	95.9395016789
1138	29107	42.8291727851
1139	29109	102.569497409
1140	29111	29.5916354311
1141	29113	130.877988534
1142	29115	89.3509869223
1143	29117	26.5727761908
1144	29119	486.842105263
1145	29121	155.048775761
1146	29123	177.87839586
1147	29125	55.475424387
1148	29127	27.6625172891
1149	29129	80.6668459263
1150	29131	262.519390637
1151	29133	49.1849353569
1152	29135	107.21493441
1153	29137	22.9700241185
1154	29139	33.7809306646
1155	29141	93.8735177866
1156	29143	60.2014010508
1157	29145	42.6635721356
1158	29147	34.660543304
1159	29149	91.6506278068
1160	29151	65.6790483836
1161	29153	126.422250316
1162	29155	39.6600566572
1163	29157	98.9480262473
1164	29159	47.3653049142
1165	29161	149.396838139
1166	29163	48.5410711396
1167	29165	34.8145334853
1168	29167	170.670445031
1169	29169	130.997829179
1170	29173	58.5080448562
1171	29175	23.9310784939
1172	29177	178.657022092
1173	29179	213.25209444
1174	29181	100.221919966
1175	29183	32.938683981
1176	29185	296.076980015
1177	29186	262.364631015
1178	29187	84.8999393572
1179	29195	17.1328222041
1180	29197	160.183066362
1181	29199	41.1268764137
1182	29201	323.88247693
1183	29203	108.056189218
1184	29205	16.3719711853
1185	29207	66.9635383534
1186	29209	424.382716049
1187	29211	124.785524879
1188	29213	151.207818551
1189	29215	66.2974806957
1190	29217	247.607256797
1191	29219	210.507322648
1192	29221	263.18937672
1193	29223	200.713648528
1194	29225	70.4836261115
1195	29227	96.4785335263
1196	29229	147.613580449
1197	30001	42.8036383093
1198	30005	75.5401117994
