	GEOID	CRIME_RATE
1199	30007	299.982353979
1200	30009	115.395711126
1201	30011	0.0
1202	30013	52.2199553094
1203	30017	8.26993053258
1204	30019	55.7724484105
1205	30021	73.544862366
1206	30023	382.513661202
1207	30025	0.0
1208	30027	166.05488551
1209	30029	210.694871687
1210	30031	67.8258724874
1211	30033	0.0
1212	30035	116.822429907
1213	30037	234.741784038
1214	30039	124.649423496
1215	30041	84.3576765486
1216	30043	224.952413912
1217	30045	251.130085384
1218	30047	329.90824427
1219	30049	129.069484937
1220	30053	146.405228758
1221	30055	0.0
1222	30057	63.9386189258
1223	30059	107.933081489
1224	30063	70.1075574172
1225	30065	435.824798431
1226	30067	100.755667506
1227	30071	214.694656489
1228	30073	16.0797555877
1229	30077	289.477493125
1230	30079	174.216027875
1231	30081	109.675846941
1232	30083	60.4699378023
1233	30085	220.614189905
1234	30087	182.286081922
1235	30089	105.596620908
1236	30091	459.956709957
1237	30093	354.671280277
1238	30095	150.699677072
1239	30099	131.926121372
1240	30101	504.854368932
1241	30105	13.0890052356
1242	30107	0.0
1243	30109	0.0
1244	30111	48.8325173163
1245	31001	19.073656102
1246	31003	31.2597686777
1247	31005	0.0
1248	31013	0.0
1249	31017	0.0
1250	31019	22.8102189781
1251	31021	60.8550129317
1252	31023	60.6134076858
1253	31027	46.4576074332
1254	31029	0.0
1255	31031	52.0652551198
1256	31039	11.0778774787
1257	31043	62.3501199041
1258	31045	11.0595001106
1259	31047	33.2005312085
1260	31049	0.0
1261	31051	0.0
1262	31053	24.4937949053
1263	31055	24.4825529596
1264	31061	0.0
1265	31067	207.72746157
1266	31079	29.2721004358
1267	31081	54.7345374932
1268	31087	68.9417442261
1269	31089	57.6756704797
1270	31091	0.0
1271	31097	115.718418515
1272	31099	75.2558699579
1273	31101	12.3137544637
1274	31103	0.0
1275	31105	26.9323996768
1276	31107	82.5277057298
1277	31109	7.62106728077
1278	31111	33.5055144493
1279	31119	14.2150452038
1280	31123	0.0
1281	31127	55.7491289199
1282	31133	0.0
1283	31135	69.1802144587
1284	31137	54.4247305976
1285	31139	55.5401277423
1286	31141	18.3677217902
1287	31143	0.0
1288	31145	9.20217171252
1289	31149	0.0
1290	31155	28.6820593719
1291	31157	19.1964897847
1292	31159	11.6618075802
1293	31161	0.0
1294	31167	16.4771791069
1295	31169	210.325047801
1296	31173	28.6985220261
1297	31177	9.87264290651
1298	31179	10.6033294454
1299	31181	164.024056862
1300	31183	0.0
1301	31185	7.18545663577
1302	32001	104.214431614
1303	32005	164.086166274
1304	32007	68.2257514308
1305	32009	121.654501217
1306	32011	396.432111001
1307	32013	272.006481857
1308	32015	582.459643868
1309	32017	19.2901234568
1310	32019	270.327675761
1311	32023	144.269429071
1312	32027	343.386085399
1313	32029	715.746421268
1314	32031	34.9937965542
1315	32033	308.949571457
1316	32510	293.459520927
1317	33003	35.865735564
1318	33005	2.62760296919
1319	33013	2.71792676546
1320	33015	1.66322379341
1321	34001	0.0
1322	34003	0.0
1323	34005	0.0
1324	34007	0.0
1325	34009	2.09766739386
1326	34011	0.0
1327	34013	14.452265424
1328	34015	0.0
1329	34017	0.0
1330	34019	0.0
1331	34021	0.0
1332	34025	0.158912024714
1333	34027	0.0
1334	34029	0.0
1335	34031	0.0
1336	34033	3.09047361508
1337	34035	0.0
1338	34037	0.0
1339	34039	0.0
1340	34041	0.0
1341	35001	90.740743482
1342	35003	84.3644544432
1343	35005	71.3439995143
1344	35006	292.51526564
1345	35007	70.9779179811
1346	35009	33.3536070945
1347	35011	328.767123288
1348	35015	72.7014806277
1349	35019	246.195165622
1350	35023	241.228070175
1351	35025	72.8581836883
1352	35027	106.566527961
1353	35028	0.0
1354	35029	202.650670774
1355	35031	112.013819536
1356	35033	108.885017422
1357	35035	155.188838696
1358	35037	23.5266439242
1359	35039	110.616688036
1360	35043	21.0743561421
1361	35045	256.089186897
1362	35047	17.7060094196
1363	35049	38.4708836155
1364	35051	211.920529801
1365	35053	103.986135182
1366	35055	253.89916576
1367	35057	313.881237589
1368	35059	93.0882010705
1369	35061	489.336164712
1370	36029	18.9633032991
1371	36033	0.0
1372	36035	9.2412900841
1373	36039	12.5085996623
1374	36041	21.2089077413
1375	36043	0.0
1376	36089	10.7719928187
1377	36093	2.56846566282
1378	36103	5.45587131596
1379	37001	78.9514224094
1380	37003	147.090286692
1381	37005	91.9202132549
1382	37007	124.19949544
1383	37009	51.6110005161
1384	37011	118.156754628
1385	37013	130.293159609
1386	37015	109.42007361
1387	37017	190.43771821
1388	37019	80.783600929
1389	37021	36.3216904354
1390	37023	97.2219118074
1391	37025	20.8221631104
1392	37027	66.2706789063
1393	37029	29.0388152163
1394	37033	190.624729226
1395	37035	72.4759599829
1396	37037	112.084776849
1397	37039	162.11635533
1398	37041	116.662091683
1399	37043	245.723466591
1400	37045	41.204829206
1401	37047	217.72338595
1402	37049	98.5551621854
1403	37051	145.865509549
1404	37053	196.188340807
1405	37055	65.5195989061
1406	37057	57.2919206202
1407	37059	123.087319593
1408	37061	172.004943055
1409	37063	15.9614209061
1410	37065	111.044363133
1411	37067	65.9735339367
1412	37069	76.360165447
1413	37071	0.94729712448
1414	37077	83.7606837607
1415	37081	28.7042660007
1416	37083	152.916745328
1417	37085	159.47452355
1418	37087	166.467690135
1419	37089	81.8720816202
1420	37091	90.5051834787
1421	37093	83.3155722617
1422	37097	101.994900255
1423	37101	72.206941788
1424	37105	48.6071536321
1425	37107	167.564332735
1426	37109	96.4561750742
1427	37111	75.6143667297
1428	37113	82.6568265683
1429	37115	28.3594082337
1430	37117	119.382621301
1431	37123	149.662347144
1432	37125	66.6115151971
1433	37127	47.6912152781
1434	37129	81.3692220917
1435	37131	219.909104237
1436	37133	91.1567309384
1437	37135	20.6523287281
1438	37137	270.3120173
1439	37139	110.588885817
1440	37141	152.888888889
1441	37143	59.4088816278
1442	37145	112.439946847
1443	37147	100.938672628
1444	37149	39.2985213931
1445	37151	79.1438456905
1446	37153	293.005051057
1447	37155	121.697833185
1448	37157	61.0713662537
1449	37159	134.89143764
1450	37161	112.612612613
1451	37163	153.005464481
1452	37165	179.896559478
1453	37171	87.709680956
1454	37173	189.155107188
1455	37175	108.942351339
1456	37177	218.712029162
1457	37179	73.2037626734
1458	37181	132.245483481
1459	37183	17.8233307399
1460	37185	207.602194652
1461	37189	38.0517503805
1462	37191	83.5636690879
1463	37193	159.795461809
1464	37195	74.9376543286
1465	37197	206.392887384
1466	37199	22.7092085841
1467	38001	83.8926174497
1468	38003	53.8406317301
1469	38005	14.6348602371
1470	38007	0.0
1471	38009	105.263157895
1472	38011	61.5953187558
1473	38013	44.5434298441
1474	38015	38.6727511795
1475	38017	8.98176701296
1476	38019	77.8210116732
1477	38021	0.0
1478	38023	0.0
1479	38025	113.662195954
1480	38029	29.2226767972
1481	38033	109.589041096
1482	38035	18.5348883629
1483	38037	84.7098686997
1484	38039	86.2440707201
1485	38041	0.0
1486	38043	123.762376238
1487	38047	0.0
1488	38049	50.1002004008
1489	38051	107.104605498
1490	38053	154.601673336
1491	38055	62.6435581541
1492	38057	57.168991539
1493	38059	67.0645831936
1494	38061	224.902882846
1495	38063	131.362889984
1496	38065	108.108108108
1497	38067	112.233445567
1498	38069	0.0
1499	38071	25.942580422
1500	38073	91.8105031216
1501	38075	38.6548125242
1502	38077	36.5141187926
1503	38081	50.8776392775
1504	38083	150.829562594
1505	38085	22.6142017187
1506	38089	13.170025023
1507	38093	37.8626532254
1508	38097	49.4926998268
1509	38099	45.5788514129
1510	38101	38.913870633
1511	38103	0.0
1512	38105	121.381886088
1513	39001	42.6605993814
1514	39003	36.1766945925
1515	39005	20.7410200811
1516	39007	37.3077892614
1517	39009	27.8151221547
1518	39013	53.2673010754
1519	39021	38.3357186669
1520	39023	37.3478623841
1521	39025	47.1323675332
1522	39027	21.513087128
1523	39029	13.246787654
1524	39033	7.06214689266
1525	39037	28.7378343168
1526	39039	23.3705531031
1527	39041	7.40298128632
1528	39043	5.27509627051
1529	39045	21.2792839521
1530	39047	90.2777777778
1531	39051	44.6218882104
1532	39053	88.8245550548
1533	39057	17.0919301673
1534	39061	22.1910638198
1535	39063	7.96421413117
1536	39065	37.7405963014
1537	39067	135.109052307
1538	39069	46.533271289
1539	39071	25.5546521083
1540	39075	15.946056768
1541	39079	51.9115671186
1542	39081	5.90894318551
1543	39083	53.9506596694
1544	39085	76.7787811368
1545	39087	103.857325998
1546	39091	19.7771771376
1547	39093	17.0931180477
1548	39095	14.2435088654
1549	39097	27.3236486179
1550	39099	2.14404555668
1551	39101	39.5617772368
1552	39105	94.2951438001
1553	39107	41.6350322059
1554	39109	15.3994225217
1555	39111	48.3926719668
1556	39113	33.0134529821
1557	39115	215.589840329
1558	39117	42.6718252162
1559	39119	52.4365517724
1560	39123	9.71958983331
1561	39125	21.0648270051
1562	39129	54.504536184
1563	39131	56.6251415629
1564	39133	30.8866952472
1565	39135	45.6884528447
1566	39137	55.6027040473
1567	39139	25.4219218973
1568	39141	104.978032375
1569	39147	84.4275988432
1570	39149	30.6428877857
1571	39151	23.9529882684
1572	39153	10.3331900218
1573	39155	10.235165103
1574	39159	26.0339184766
1575	39163	52.8940607526
1576	39169	25.1001843565
1577	39173	9.25997376341
1578	39175	13.4210173131
1579	40001	279.455512485
1580	40003	17.2711571675
1581	40005	0.0
1582	40007	72.9128691214
1583	40009	67.5361951796
1584	40011	20.1673893315
1585	40013	22.4789821517
1586	40015	129.617627997
1587	40017	15.4342424102
1588	40019	34.8210810922
1589	40021	153.079166753
1590	40023	131.917419695
1591	40025	0.0
1592	40027	21.4888035923
1593	40029	34.4411916652
1594	40031	22.3940879608
1595	40033	16.2601626016
1596	40035	61.7199286792
1597	40037	79.2841771435
1598	40039	16.9491525424
1599	40041	26.5405587994
1600	40043	20.35002035
1601	40045	192.771084337
1602	40047	15.8501212534
1603	40049	83.451253583
1604	40051	7.4274891373
1605	40053	66.6518551433
1606	40055	16.2575191026
1607	40057	0.0
1608	40059	0.0
1609	40061	7.75434243176
1610	40063	57.9458206577
1611	40065	11.5393491807
1612	40067	63.5727908455
1613	40071	24.1875192401
1614	40073	32.1916044296
1615	40075	64.2673521851
1616	40077	215.09398672
1617	40079	100.480295814
1618	40081	83.7690285681
1619	40083	75.0949730542
1620	40085	10.2322725877
1621	40087	26.8003108836
1622	40089	87.7458396369
1623	40091	119.474313023
1624	40093	12.9032258065
1625	40095	86.515881844
1626	40097	66.1505292042
1627	40099	43.468811128
1628	40101	90.0437355287
1629	40103	17.4003828084
1630	40105	19.0041809198
1631	40107	180.53504021
1632	40109	0.515722975278
1633	40109	2.61023342012
1634	40111	51.1574370124
1635	40113	66.6930660053
1636	40115	6.22955925868
1637	40117	73.1662703494
1638	40119	26.1636599223
1639	40121	2.2408461435
1640	40123	84.1994474411
1641	40125	47.3465068026
1642	40127	125.842696629
1643	40129	132.943366126
1644	40131	114.680175917
1645	40133	43.2713111207
1646	40135	125.731418347
1647	40137	15.732811903
1648	40139	22.8801537546
1649	40141	144.205558469
1650	40143	33.1957852471
1651	40145	72.6532984598
1652	40149	199.185935741
1653	40151	32.2997416021
1654	40153	37.1591806401
1655	41001	74.7244535774
1656	41003	31.2804115112
1657	41007	32.0222020601
1658	41009	16.1750136477
1659	41011	30.4121648659
1660	41013	90.484808077
1661	41017	46.9516632627
1662	41019	111.244063867
1663	41021	0.0
1664	41023	0.0
1665	41025	42.0993544766
1666	41029	83.2195998802
1667	41035	85.5549614239
1668	41041	109.899581951
1669	41043	19.2700827776
1670	41045	16.4695806845
1671	41047	19.0119898194
1672	41051	13.9047677904
1673	41053	44.92017044
1674	41055	58.4795321637
1675	41057	39.4601846737
1676	41061	58.3862052859
1677	41063	0.0
1678	41067	57.193808859
1679	41071	38.3262249651
1680	42001	0.0
1681	42003	0.893397387219
1682	42007	0.0
1683	42009	0.0
1684	42011	1.20863156317
1685	42013	0.79393434163
1686	42015	0.0
1687	42017	0.0
1688	42019	0.0
1689	42027	0.0
1690	42031	0.0
1691	42041	0.0
1692	42047	0.0
1693	42049	0.0
1694	42055	0.0
1695	42063	2.28034570041
1696	42065	2.24024373852
1697	42071	0.0
1698	42081	0.0
1699	42085	1.74088645939
1700	42089	0.0
1701	42095	0.0
1702	42103	0.0
1703	42107	0.0
1704	42109	2.47997420827
1705	42117	0.0
1706	42119	0.0
1707	42125	0.0
1708	42127	0.0
1709	42129	0.278303462095
1710	42133	1.13441707978
1711	45001	132.185059083
1712	45007	381.204294383
1713	45009	151.495191674
1714	45011	450.840202195
1715	45013	381.57086641
1716	45017	221.804005915
1717	45019	145.926013412
1718	45023	482.419519436
1719	45025	212.466124661
1720	45027	372.29208806
1721	45029	714.834132006
1722	45033	497.959970444
1723	45035	216.206750231
1724	45039	626.740947075
1725	45041	168.06601978
1726	45045	437.077422776
1727	45047	202.819332566
1728	45049	210.732663563
1729	45057	360.75036075
1730	45059	362.226263659
1731	45061	370.713623726
1732	45063	186.406034086
1733	45067	275.576989321
1734	45071	148.2148056
1735	45073	373.709969146
1736	45075	382.95038295
1737	45077	191.080685897
1738	45079	493.81670759
1739	45081	169.779286927
1740	45083	224.499390207
1741	45085	366.01525218
1742	45087	340.79494906
1743	45091	179.338566759
1744	46003	109.289617486
1745	46005	22.0155209423
1746	46007	87.4635568513
1747	46009	14.2389292325
1748	46011	27.0156690881
1749	46013	31.2434909394
1750	46019	38.8424936881
1751	46021	0.0
1752	46023	150.74835792
1753	46025	82.304526749
1754	46027	43.0663221361
1755	46029	17.8967714224
1756	46031	0.0
1757	46033	47.3653049142
1758	46035	5.02891626854
1759	46039	46.3821892393
1760	46041	0.0
1761	46043	100.908173562
1762	46045	0.0
1763	46049	0.0
1764	46057	0.0
1765	46059	0.0
1766	46061	58.4966364434
1767	46063	0.0
1768	46065	11.3365831538
1769	46067	0.0
1770	46073	0.0
1771	46081	20.2782171391
1772	46083	32.9789710561
1773	46087	0.0
1774	46089	41.1692054343
1775	46091	234.892163143
1776	46093	25.973062224
1777	46095	190.476190476
1778	46097	43.1778929188
1779	46099	21.3252261021
1780	46101	15.7059839799
1781	46103	69.289185344
1782	46105	32.9706561161
1783	46107	0.0
1784	46109	19.2789666474
1785	46113	0.0
1786	46115	15.1561079115
1787	46117	134.09319477
1788	46119	0.0
1789	46123	36.2844702467
1790	46125	48.3558994197
1791	46127	79.8456317786
1792	46135	57.3091165579
1793	46137	0.0
1794	47001	100.624933799
1795	47003	53.617003024
1796	47005	117.683493342
1797	47007	71.7823558969
1798	47009	235.081803719
1799	47011	181.597475115
1800	47013	97.7002855855
1801	47015	72.6902667733
1802	47017	112.795206204
1803	47019	121.295222023
1804	47021	251.483754149
1805	47023	138.097704126
1806	47025	354.520131679
1807	47027	103.026400515
1808	47029	319.443659185
1809	47031	134.270742032
1810	47033	204.526861194
1811	47035	174.182978356
1812	47039	171.438367907
1813	47041	77.8492837866
1814	47043	201.680672269
1815	47045	121.260050086
1816	47047	194.81684653
1817	47049	179.221506581
1818	47053	97.0245795602
1819	47055	110.907011403
1820	47057	104.968509447
1821	47059	201.946293993
1822	47061	230.912476723
1823	47063	169.744273114
1824	47065	80.0068333238
1825	47067	135.19603425
1826	47069	342.769112267
1827	47071	224.19791264
1828	47073	158.632237596
1829	47075	236.458619742
1830	47077	307.044164376
1831	47079	170.786237734
1832	47081	336.286089239
1833	47083	157.251723721
1834	47085	137.854976565
1835	47087	190.179806362
1836	47089	144.275490252
1837	47091	408.757489221
1838	47093	119.02532966
1839	47095	26.208884812
1840	47097	138.777298956
1841	47099	267.303780101
1842	47101	218.377288762
1843	47103	181.347920445
1844	47105	139.843611511
1845	47107	155.816516551
1846	47109	270.30113831
1847	47111	139.112289701
1848	47113	139.542463688
1849	47115	140.810363643
1850	47117	108.733889795
1851	47119	114.599777817
1852	47121	316.212289548
1853	47123	205.602104658
1854	47125	74.2257621301
1855	47127	110.777021681
1856	47129	166.20498615
1857	47131	93.7267703048
1858	47133	181.587071001
1859	47135	217.335719765
1860	47137	78.0640124902
1861	47139	179.31858936
1862	47141	165.846423515
1863	47143	183.817897736
1864	47145	128.914840373
1865	47147	142.481528812
1866	47149	52.2661350058
1867	47151	140.992404603
1868	47153	251.632208923
1869	47155	132.478183156
1870	47157	62.6329485526
1871	47159	184.123310011
1872	47161	384.06506514
1873	47163	143.905964457
1874	47165	61.9549986683
1875	47167	331.04522662
1876	47171	183.710961421
1877	47173	235.441845864
1878	47175	195.27782709
1879	47177	112.587255123
1880	47179	116.443022132
1881	47181	248.329687223
1882	47183	72.7315043784
1883	47185	201.513250447
1884	47187	28.7487940125
1885	48001	109.32375449
1886	48003	80.1052812268
1887	48005	100.284900285
1888	48007	256.287041486
1889	48009	113.494495517
1890	48011	153.452685422
1891	48015	41.217283781
1892	48017	173.661360347
1893	48019	95.7304231285
1894	48021	236.969859996
1895	48023	0.0
1896	48025	100.416882208
1897	48027	33.7242510786
1898	48029	22.8464770625
1899	48031	64.7428782834
1900	48033	306.748466258
1901	48035	56.2429696288
1902	48037	113.642455106
1903	48039	41.4049283695
1904	48041	25.3404222766
1905	48043	76.3109124605
1906	48045	0.0
1907	48047	27.8009452321
1908	48049	37.1816322737
1909	48051	127.514055527
1910	48053	82.3265024587
1911	48055	60.286360211
1912	48057	36.7022984814
1913	48059	59.2022496855
1914	48061	45.4337856096
1915	48063	47.5398145947
1916	48065	266.090138034
1917	48067	194.970423978
1918	48069	64.2590926616
1919	48071	209.726045353
1920	48073	145.377391851
1921	48075	14.1063619692
1922	48077	125.361620058
1923	48079	170.357751278
1924	48081	30.7314074985
1925	48085	5.87410659922
1926	48087	33.1455087836
1927	48089	111.009218592
1928	48091	173.00758323
1929	48093	22.1402214022
1930	48095	0.0
1931	48099	18.5278314497
1932	48101	0.0
1933	48103	20.202020202
1934	48105	183.630640084
1935	48107	16.9520257671
1936	48109	0.0
1937	48111	14.0154169587
1938	48113	1.86608794118
1939	48115	7.47831289261
1940	48117	57.3065902579
1941	48119	38.1825124093
1942	48121	6.90238304775
1943	48123	130.535679752
1944	48125	0.0
1945	48127	144.287131391
1946	48129	536.268698843
1947	48131	364.172374924
1948	48133	27.5088028169
1949	48137	106.43959553
1950	48139	18.830382194
1951	48141	33.3538495501
1952	48143	47.3260766682
1953	48145	52.975454706
1954	48147	109.623133444
1955	48149	76.5110941086
1956	48151	287.131297311
1957	48153	184.905026055
1958	48157	136.865374373
1959	48159	188.679245283
1960	48161	65.7828155045
1961	48163	21.5854514058
1962	48165	20.592020592
1963	48167	46.7857847599
1964	48169	77.7000777001
1965	48171	23.5109717868
1966	48173	0.0
1967	48175	211.948602464
1968	48177	68.4195093344
1969	48179	43.3952438813
1970	48181	36.4272184176
1971	48183	69.8029284763
1972	48185	103.047254527
1973	48187	46.8590831919
1974	48189	8.64055299539
1975	48191	95.328884652
1976	48193	109.769484083
1977	48195	108.912688328
1978	48197	25.4582484725
1979	48199	79.1068121753
1980	48201	195.165005392
1981	48203	114.351906855
1982	48205	0.0
1983	48207	34.6680533888
1984	48209	104.310228348
1985	48211	382.775119617
1986	48213	228.275949048
1987	48215	66.7811371564
1988	48217	77.479338843
1989	48219	165.415447258
1990	48221	135.38324586
1991	48223	50.1099635311
1992	48225	43.9734400422
1993	48227	98.223786527
1994	48229	93.4288383681
1995	48231	185.325392969
1996	48233	87.2640426216
1997	48235	63.5324015248
1998	48237	56.4652738566
1999	48239	61.0624872786
2000	48241	213.771377138
2001	48243	317.604355717
2002	48245	17.8405058775
2003	48247	114.17697431
2004	48249	164.437888424
2005	48251	44.4568641398
2006	48253	50.1605136437
2007	48255	80.5044948343
2008	48257	97.989859398
2009	48259	48.8683127572
2010	48261	500.0
2011	48263	254.777070064
2012	48265	83.0663344013
2013	48267	45.0653447499
2014	48269	0.0
2015	48271	0.0
2016	48273	86.9835352594
2017	48275	77.7604976672
2018	48277	78.7512872807
2019	48279	95.7713275379
2020	48281	4.9613018456
2021	48283	80.2782981001
2022	48285	65.9195781147
2023	48287	107.514036555
2024	48289	41.5159243224
2025	48291	250.905692743
2026	48293	89.2705322224
2027	48295	140.726146918
2028	48297	124.0592176
2029	48299	102.511532547
2030	48301	1162.79069767
2031	48303	40.4797703198
2032	48305	0.0
2033	48307	12.1966093426
2034	48309	27.1112918531
2035	48311	124.223602484
2036	48313	151.504220475
2037	48315	551.778500345
2038	48317	201.465201465
2039	48319	98.2559567674
2040	48321	156.083134807
2041	48323	113.989092121
2042	48325	52.1986052533
2043	48327	512.342803912
2044	48329	47.4876467946
2045	48331	45.3496042216
2046	48333	20.5338809035
2047	48335	11.0180696342
2048	48337	51.5039142975
2049	48339	115.040649623
2050	48341	9.03016073686
2051	48343	164.796358785
2052	48345	0.0
2053	48347	119.446869114
2054	48349	95.4455856417
2055	48351	63.6582260574
2056	48353	26.5023520837
2057	48355	14.5976795304
2058	48357	46.4770403421
2059	48359	144.927536232
2060	48361	110.268119329
2061	48363	39.1514806378
2062	48365	206.150868779
2063	48367	64.1421194505
2064	48369	0.0
2065	48371	50.3366261876
2066	48373	223.529156449
2067	48375	25.4877617634
2068	48377	86.0091743119
2069	48379	99.7099347353
2070	48381	40.5552955857
2071	48383	0.0
2072	48385	0.0
2073	48387	48.2082596818
2074	48389	111.506028295
2075	48391	178.033415503
2076	48393	215.517241379
2077	48395	24.2424242424
2078	48397	18.2213668303
2079	48399	0.0
2080	48401	155.777682992
2081	48403	318.84057971
2082	48405	185.830429733
2083	48407	243.551422562
2084	48409	88.1715609355
2085	48411	88.9363215937
2086	48413	0.0
2087	48415	57.7100646353
2088	48417	149.566257852
2089	48419	152.851263962
2090	48421	64.850843061
2091	48423	98.2443954999
2092	48425	69.0131124914
2093	48427	154.078309904
2094	48429	85.0611376927
2095	48431	224.047796863
2096	48433	0.0
2097	48435	25.1762336354
2098	48437	39.5726157499
2099	48439	5.34605420076
2100	48441	32.5581051183
2101	48443	107.874865156
2102	48445	39.2495486302
2103	48447	0.0
2104	48449	107.672429705
2105	48451	15.4363336992
2106	48453	46.6492057908
2107	48455	140.607424072
2108	48459	123.903454428
2109	48461	28.95193978
2110	48463	36.8772356824
2111	48465	34.7122963205
2112	48467	88.8300888301
2113	48469	79.0505154752
2114	48471	75.9432002178
2115	48473	57.6676633917
2116	48475	232.258064516
2117	48477	119.054532784
2118	48479	31.4992518928
2119	48481	238.048970074
2120	48483	35.0017500875
2121	48485	15.110876053
2122	48487	0.0
2123	48489	228.279231156
2124	48491	28.8196218702
2125	48493	68.9625447179
2126	48495	25.5721774709
2127	48497	92.4754210065
2128	48499	88.6773079436
2129	48501	96.5483948829
2130	48503	70.8446866485
2131	48505	97.7721907954
2132	49001	46.4324407986
2133	49003	11.6464148453
2134	49005	14.3650237023
2135	49009	89.5255147717
2136	49011	4.24638753746
2137	49013	117.762512267
2138	49015	159.909698053
2139	49019	42.4223141372
2140	49021	65.5820939728
2141	49023	57.219149342
2142	49025	55.1419906259
2143	49027	261.780104712
2144	49033	87.2219799389
2145	49037	59.0125237689
2146	49039	21.0696351442
2147	49041	38.5115293891
2148	49043	84.388185654
2149	49045	38.9623039709
2150	49047	78.6611332628
2151	49049	1.46114277676
2152	49049	7.66523938721
2153	49051	46.9077000794
2154	49053	11.8461578961
2155	49057	17.88127664
2156	50001	21.6163635872
2157	50005	0.0
2158	50007	0.0
2159	50011	20.5583651988
2160	50013	71.4898484415
2161	50015	27.9084602504
2162	50017	10.395370595
2163	50021	3.3285623939
2164	50023	0.0
2165	51001	208.957935859
2166	51005	101.137800253
2167	51007	77.7907429016
2168	51009	115.477045036
2169	51011	78.5391714117
2170	51015	132.679862446
2171	51017	0.0
2172	51019	67.9001867255
2173	51021	30.1886792453
2174	51023	96.6767371601
2175	51025	90.9201115287
2176	51027	147.147926945
2177	51029	124.164843611
2178	51031	145.759314931
2179	51035	91.1515478883
2180	51036	71.1946461626
2181	51043	20.8001109339
2182	51045	19.105846389
2183	51047	61.0177765122
2184	51049	142.464638242
2185	51051	78.3903841129
2186	51057	135.098621994
2187	51061	38.0963544719
2188	51063	38.5158556939
2189	51065	76.6518473095
2190	51067	90.4929202598
2191	51069	108.039865496
2192	51071	112.994350282
2193	51073	96.9279233192
2194	51075	113.967906637
2195	51077	112.634996356
2196	51079	94.5825232515
2197	51081	85.6091088092
2198	51083	90.9090909091
2199	51085	104.986361585
2200	51089	220.809892283
2201	51091	0.0
2202	51093	105.535034854
2203	51097	41.8118466899
2204	51099	114.303732608
2205	51101	37.0690720376
2206	51103	117.710974285
2207	51105	120.235661897
2208	51107	60.8731579672
2209	51109	177.594037499
2210	51111	72.1963741377
2211	51113	76.0051683514
2212	51115	11.3173381621
2213	51117	179.533213645
2214	51121	43.1903253671
2215	51125	60.6060606061
2216	51127	89.9055991209
2217	51131	49.5008662652
2218	51133	97.9511876582
2219	51135	96.2834585018
2220	51137	59.9554616571
2221	51139	67.0915800067
2222	51141	98.5545335085
2223	51143	60.9140310662
2224	51145	70.3012408169
2225	51147	147.35199792
2226	51155	151.506322475
2227	51159	112.334306897
2228	51163	85.0987593497
2229	51165	80.5925471083
2230	51167	139.171394926
2231	51169	67.0121515368
2232	51171	120.871202436
2233	51173	76.0576770718
2234	51175	105.210698267
2235	51177	164.875994674
2236	51179	172.867020973
2237	51181	206.18556701
2238	51183	50.9900569389
2239	51185	149.590352573
2240	51187	48.7341934491
2241	51191	87.704873102
2242	51193	108.714310236
2243	51195	117.691248278
2244	51197	54.9431681604
2245	51199	141.690030448
2246	53001	83.4245789666
2247	53003	72.1078011627
2248	53005	23.0580311659
2249	53007	49.6058347187
2250	53009	74.2625318022
2251	53011	66.0742159784
2252	53013	0.0
2253	53015	67.558967229
2254	53017	47.7338960908
2255	53019	91.3003782444
2256	53021	26.1932148185
2257	53023	90.2934537246
2258	53025	110.577903744
2259	53027	77.6638707673
2260	53029	51.7187007253
2261	53031	99.2457324335
2262	53033	20.1445503703
2263	53035	143.990746824
2264	53037	25.8689619491
2265	53039	19.1745362159
2266	53041	67.8841443936
2267	53043	68.2926829268
2268	53045	166.361944293
2269	53047	106.563332526
2270	53049	106.998686834
2271	53051	61.6095494802
2272	53053	130.299737477
2273	53055	43.7090227911
2274	53057	89.7270801313
2275	53059	105.82010582
2276	53061	57.6632178445
2277	53063	35.5138565984
2278	53065	80.1832760596
2279	53067	84.6338738617
2280	53069	24.5881485124
2281	53071	35.0912372168
2282	53073	60.4748717309
2283	53075	6.40656031777
2284	53077	39.5660652356
2285	54003	71.4951537146
2286	54005	37.9522644851
2287	54007	27.656779368
2288	54009	21.2494687633
2289	54011	16.4763307211
2290	54019	139.590534432
2291	54023	8.55651578677
2292	54027	174.594387429
2293	54029	39.8512221041
2294	54031	71.8236012354
2295	54033	78.5328892832
2296	54035	144.201057474
2297	54039	94.6257813198
2298	54041	0.0
2299	54045	305.53355211
2300	54049	116.191046248
2301	54051	101.801579467
2302	54053	40.7166123779
2303	54057	116.03452027
2304	54059	62.2180743506
2305	54061	59.9248040362
2306	54063	29.4507436313
2307	54065	309.402395004
2308	54067	588.531381887
2309	54069	60.0073855244
2310	54073	39.2978779146
2311	54077	53.2733514857
2312	54079	389.29011802
2313	54081	153.372272849
2314	54083	64.5621665704
2315	54085	29.9670362601
2316	54087	102.291325696
2317	54095	98.9228401847
2318	54097	4.04350814767
2319	54099	34.04503672
2320	54103	12.5093820365
2321	54105	51.3259195894
2322	54107	62.6181337477
2323	54109	455.792548013
2324	55001	197.872866683
2325	55003	86.9403216792
2326	55005	6.59993400066
2327	55007	120.12012012
2328	55009	36.2332956715
2329	55011	0.0
2330	55013	202.244258873
2331	55015	18.1851245681
2332	55017	58.3044437441
2333	55019	20.3352409726
2334	55021	63.5873885013
2335	55023	73.2064421669
2336	55025	8.52244113705
